county_name,state_name,county_id
JEFFERSON,IOWA,19101
JOHNSON,IOWA,19103
JONES,IOWA,19105
KEOKUK,IOWA,19107
KOSSUTH,IOWA,19109
LEE,IOWA,19111
LINN,IOWA,19113
LOUISA,IOWA,19115
LUCAS,IOWA,19117
LYON,IOWA,19119
MADISON,IOWA,19121
MAHASKA,IOWA,19123
MARION,IOWA,19125
MARSHALL,IOWA,19127
MILLS,IOWA,19129
MITCHELL,IOWA,19131
MONONA,IOWA,19133
MONROE,IOWA,19135
MONTGOMERY,IOWA,19137
MUSCATINE,IOWA,19139
O'BRIEN,IOWA,19141
OSCEOLA,IOWA,19143
PAGE,IOWA,19145
PALO ALTO,IOWA,19147
PLYMOUTH,IOWA,19149
POCAHONTAS,IOWA,19151
POLK,IOWA,19153
POTTAWATTAMIE,IOWA,19155
POWESHIEK,IOWA,19157
RINGGOLD,IOWA,19159
SAC,IOWA,19161
SCOTT,IOWA,19163
SHELBY,IOWA,19165
SIOUX,IOWA,19167
STORY,IOWA,19169
TAMA,IOWA,19171
TAYLOR,IOWA,19173
UNION,IOWA,19175
VAN BUREN,IOWA,19177
WAPELLO,IOWA,19179
WARREN,IOWA,19181
WASHINGTON,IOWA,19183
WAYNE,IOWA,19185
WEBSTER,IOWA,19187
WINNEBAGO,IOWA,19189
WINNESHIEK,IOWA,19191
WOODBURY,IOWA,19193
WORTH,IOWA,19195
WRIGHT,IOWA,19197
ALLEN,KANSAS,20001
ANDERSON,KANSAS,20003
ATCHISON,KANSAS,20005
BARBER,KANSAS,20007
BARTON,KANSAS,20009
BOURBON,KANSAS,20011
BROWN,KANSAS,20013
BUTLER,KANSAS,20015
CHASE,KANSAS,20017
CHAUTAUQUA,KANSAS,20019
CHEROKEE,KANSAS,20021
CHEYENNE,KANSAS,20023
CLARK,KANSAS,20025
CLAY,KANSAS,20027
CLOUD,KANSAS,20029
COFFEY,KANSAS,20031
COMANCHE,KANSAS,20033
COWLEY,KANSAS,20035
CRAWFORD,KANSAS,20037
DECATUR,KANSAS,20039
DICKINSON,KANSAS,20041
DONIPHAN,KANSAS,20043
DOUGLAS,KANSAS,20045
EDWARDS,KANSAS,20047
ELK,KANSAS,20049
ELLIS,KANSAS,20051
ELLSWORTH,KANSAS,20053
FINNEY,KANSAS,20055
FORD,KANSAS,20057
FRANKLIN,KANSAS,20059
GEARY,KANSAS,20061
GOVE,KANSAS,20063
GRAHAM,KANSAS,20065
GRANT,KANSAS,20067
GRAY,KANSAS,20069
GREELEY,KANSAS,20071
GREENWOOD,KANSAS,20073
HAMILTON,KANSAS,20075
HARPER,KANSAS,20077
HARVEY,KANSAS,20079
HASKELL,KANSAS,20081
HODGEMAN,KANSAS,20083
JACKSON,KANSAS,20085
JEFFERSON,KANSAS,20087
JEWELL,KANSAS,20089
JOHNSON,KANSAS,20091
KEARNY,KANSAS,20093
KINGMAN,KANSAS,20095
KIOWA,KANSAS,20097
LABETTE,KANSAS,20099
LANE,KANSAS,20101
LEAVENWORTH,KANSAS,20103
LINCOLN,KANSAS,20105
LINN,KANSAS,20107
LOGAN,KANSAS,20109
LYON,KANSAS,20111
MCPHERSON,KANSAS,20113
MARION,KANSAS,20115
MARSHALL,KANSAS,20117
MEADE,KANSAS,20119
MIAMI,KANSAS,20121
MITCHELL,KANSAS,20123
MONTGOMERY,KANSAS,20125
MORRIS,KANSAS,20127
MORTON,KANSAS,20129
NEMAHA,KANSAS,20131
NEOSHO,KANSAS,20133
NESS,KANSAS,20135
NORTON,KANSAS,20137
OSAGE,KANSAS,20139
OSBORNE,KANSAS,20141
OTTAWA,KANSAS,20143
PAWNEE,KANSAS,20145
PHILLIPS,KANSAS,20147
POTTAWATOMIE,KANSAS,20149
PRATT,KANSAS,20151
RAWLINS,KANSAS,20153
RENO,KANSAS,20155
REPUBLIC,KANSAS,20157
RICE,KANSAS,20159
RILEY,KANSAS,20161
ROOKS,KANSAS,20163
RUSH,KANSAS,20165
RUSSELL,KANSAS,20167
SALINE,KANSAS,20169
SCOTT,KANSAS,20171
SEDGWICK,KANSAS,20173
SEWARD,KANSAS,20175
SHAWNEE,KANSAS,20177
SHERIDAN,KANSAS,20179
SHERMAN,KANSAS,20181
SMITH,KANSAS,20183
STAFFORD,KANSAS,20185
STANTON,KANSAS,20187
STEVENS,KANSAS,20189
SUMNER,KANSAS,20191
THOMAS,KANSAS,20193
TREGO,KANSAS,20195
WABAUNSEE,KANSAS,20197
WALLACE,KANSAS,20199
WASHINGTON,KANSAS,20201
WICHITA,KANSAS,20203
WILSON,KANSAS,20205
WOODSON,KANSAS,20207
WYANDOTTE,KANSAS,20209
ADAIR,KENTUCKY,21001
ALLEN,KENTUCKY,21003
ANDERSON,KENTUCKY,21005
BALLARD,KENTUCKY,21007
BARREN,KENTUCKY,21009
BATH,KENTUCKY,21011
BELL,KENTUCKY,21013
BOONE,KENTUCKY,21015
BOURBON,KENTUCKY,21017
BOYD,KENTUCKY,21019
BOYLE,KENTUCKY,21021
BRACKEN,KENTUCKY,21023
BREATHITT,KENTUCKY,21025
BRECKINRIDGE,KENTUCKY,21027
BULLITT,KENTUCKY,21029
BUTLER,KENTUCKY,21031
CALDWELL,KENTUCKY,21033
CALLOWAY,KENTUCKY,21035
CAMPBELL,KENTUCKY,21037
CARLISLE,KENTUCKY,21039
CARROLL,KENTUCKY,21041
CARTER,KENTUCKY,21043
CASEY,KENTUCKY,21045
CHRISTIAN,KENTUCKY,21047
CLARK,KENTUCKY,21049
CLAY,KENTUCKY,21051
CLINTON,KENTUCKY,21053
CRITTENDEN,KENTUCKY,21055
CUMBERLAND,KENTUCKY,21057
DAVIESS,KENTUCKY,21059
EDMONSON,KENTUCKY,21061
ELLIOTT,KENTUCKY,21063
ESTILL,KENTUCKY,21065
FAYETTE,KENTUCKY,21067
FLEMING,KENTUCKY,21069
FLOYD,KENTUCKY,21071
FRANKLIN,KENTUCKY,21073
FULTON,KENTUCKY,21075
GALLATIN,KENTUCKY,21077
GARRARD,KENTUCKY,21079
GRANT,KENTUCKY,21081
GRAVES,KENTUCKY,21083
GRAYSON,KENTUCKY,21085
GREEN,KENTUCKY,21087
GREENUP,KENTUCKY,21089
HANCOCK,KENTUCKY,21091
HARDIN,KENTUCKY,21093
HARLAN,KENTUCKY,21095
HARRISON,KENTUCKY,21097
HART,KENTUCKY,21099
HENDERSON,KENTUCKY,21101
HENRY,KENTUCKY,21103
HICKMAN,KENTUCKY,21105
HOPKINS,KENTUCKY,21107
JACKSON,KENTUCKY,21109
JEFFERSON,KENTUCKY,21111
JESSAMINE,KENTUCKY,21113
JOHNSON,KENTUCKY,21115
KENTON,KENTUCKY,21117
KNOTT,KENTUCKY,21119
KNOX,KENTUCKY,21121
LARUE,KENTUCKY,21123
LAUREL,KENTUCKY,21125
LAWRENCE,KENTUCKY,21127
LEE,KENTUCKY,21129
LESLIE,KENTUCKY,21131
LETCHER,KENTUCKY,21133
LEWIS,KENTUCKY,21135
LINCOLN,KENTUCKY,21137
LIVINGSTON,KENTUCKY,21139
LOGAN,KENTUCKY,21141
LYON,KENTUCKY,21143
MCCRACKEN,KENTUCKY,21145
MCCREARY,KENTUCKY,21147
MCLEAN,KENTUCKY,21149
MADISON,KENTUCKY,21151
MAGOFFIN,KENTUCKY,21153
MARION,KENTUCKY,21155
MARSHALL,KENTUCKY,21157
MARTIN,KENTUCKY,21159
MASON,KENTUCKY,21161
MEADE,KENTUCKY,21163
MENIFEE,KENTUCKY,21165
MERCER,KENTUCKY,21167
METCALFE,KENTUCKY,21169
MONROE,KENTUCKY,21171
MONTGOMERY,KENTUCKY,21173
MORGAN,KENTUCKY,21175
MUHLENBERG,KENTUCKY,21177
NELSON,KENTUCKY,21179
NICHOLAS,KENTUCKY,21181
OHIO,KENTUCKY,21183
OLDHAM,KENTUCKY,21185
OWEN,KENTUCKY,21187
OWSLEY,KENTUCKY,21189
PENDLETON,KENTUCKY,21191
PERRY,KENTUCKY,21193
PIKE,KENTUCKY,21195
POWELL,KENTUCKY,21197
PULASKI,KENTUCKY,21199
ROBERTSON,KENTUCKY,21201
ROCKCASTLE,KENTUCKY,21203
ROWAN,KENTUCKY,21205
RUSSELL,KENTUCKY,21207
SCOTT,KENTUCKY,21209
SHELBY,KENTUCKY,21211
SIMPSON,KENTUCKY,21213
SPENCER,KENTUCKY,21215
TAYLOR,KENTUCKY,21217
TODD,KENTUCKY,21219
TRIGG,KENTUCKY,21221
TRIMBLE,KENTUCKY,21223
UNION,KENTUCKY,21225
WARREN,KENTUCKY,21227
WASHINGTON,KENTUCKY,21229
WAYNE,KENTUCKY,21231
WEBSTER,KENTUCKY,21233
WHITLEY,KENTUCKY,21235
WOLFE,KENTUCKY,21237
WOODFORD,KENTUCKY,21239
ACADIA,LOUISIANA,22001
ALLEN,LOUISIANA,22003
ASCENSION,LOUISIANA,22005
ASSUMPTION,LOUISIANA,22007
AVOYELLES,LOUISIANA,22009
BEAUREGARD,LOUISIANA,22011
BIENVILLE,LOUISIANA,22013
BOSSIER,LOUISIANA,22015
CADDO,LOUISIANA,22017
CALCASIEU,LOUISIANA,22019
CALDWELL,LOUISIANA,22021
CAMERON,LOUISIANA,22023
CATAHOULA,LOUISIANA,22025
CLAIBORNE,LOUISIANA,22027
CONCORDIA,LOUISIANA,22029
DE SOTO,LOUISIANA,22031
EAST BATON ROUGE,LOUISIANA,22033
EAST CARROLL,LOUISIANA,22035
EAST FELICIANA,LOUISIANA,22037
EVANGELINE,LOUISIANA,22039
FRANKLIN,LOUISIANA,22041
GRANT,LOUISIANA,22043
IBERIA,LOUISIANA,22045
IBERVILLE,LOUISIANA,22047
JACKSON,LOUISIANA,22049
JEFFERSON,LOUISIANA,22051
JEFFERSON DAVIS,LOUISIANA,22053
LAFAYETTE,LOUISIANA,22055
LAFOURCHE,LOUISIANA,22057
LA SALLE,LOUISIANA,22059
LINCOLN,LOUISIANA,22061
LIVINGSTON,LOUISIANA,22063
MADISON,LOUISIANA,22065
MOREHOUSE,LOUISIANA,22067
NATCHITOCHES,LOUISIANA,22069
ORLEANS,LOUISIANA,22071
OUACHITA,LOUISIANA,22073
PLAQUEMINES,LOUISIANA,22075
POINTE COUPEE,LOUISIANA,22077
RAPIDES,LOUISIANA,22079
RED RIVER,LOUISIANA,22081
RICHLAND,LOUISIANA,22083
SABINE,LOUISIANA,22085
SAINT BERNARD,LOUISIANA,22087
SAINT CHARLES,LOUISIANA,22089
SAINT HELENA,LOUISIANA,22091
SAINT JAMES,LOUISIANA,22093
SAINT JOHN THE BAPTIST,LOUISIANA,22095
SAINT LANDRY,LOUISIANA,22097
SAINT MARTIN,LOUISIANA,22099
SAINT MARY,LOUISIANA,22101
SAINT TAMMANY,LOUISIANA,22103
TANGIPAHOA,LOUISIANA,22105
TENSAS,LOUISIANA,22107
TERREBONNE,LOUISIANA,22109
UNION,LOUISIANA,22111
VERMILION,LOUISIANA,22113
VERNON,LOUISIANA,22115
WASHINGTON,LOUISIANA,22117
WEBSTER,LOUISIANA,22119
WEST BATON ROUGE,LOUISIANA,22121
WEST CARROLL,LOUISIANA,22123
WEST FELICIANA,LOUISIANA,22125
WINN,LOUISIANA,22127
ANDROSCOGGIN,MAINE,23001
AROOSTOOK,MAINE,23003
CUMBERLAND,MAINE,23005
FRANKLIN,MAINE,23007
HANCOCK,MAINE,23009
KENNEBEC,MAINE,23011
KNOX,MAINE,23013
LINCOLN,MAINE,23015
OXFORD,MAINE,23017
PENOBSCOT,MAINE,23019
PISCATAQUIS,MAINE,23021
SAGADAHOC,MAINE,23023
SOMERSET,MAINE,23025
WALDO,MAINE,23027
WASHINGTON,MAINE,23029
YORK,MAINE,23031
ALLEGANY,MARYLAND,24001
ANNE ARUNDEL,MARYLAND,24003
BALTIMORE,MARYLAND,24005
CALVERT,MARYLAND,24009
CAROLINE,MARYLAND,24011
CARROLL,MARYLAND,24013
CECIL,MARYLAND,24015
CHARLES,MARYLAND,24017
DORCHESTER,MARYLAND,24019
FREDERICK,MARYLAND,24021
GARRETT,MARYLAND,24023
HARFORD,MARYLAND,24025
HOWARD,MARYLAND,24027
KENT,MARYLAND,24029
MONTGOMERY,MARYLAND,24031
PRINCE GEORGE'S,MARYLAND,24033
QUEEN ANNE'S,MARYLAND,24035
SAINT MARY'S,MARYLAND,24037
SOMERSET,MARYLAND,24039
TALBOT,MARYLAND,24041
WASHINGTON,MARYLAND,24043
WICOMICO,MARYLAND,24045
WORCESTER,MARYLAND,24047
BALTIMORE CITY,MARYLAND,24510
BARNSTABLE,MASSACHUSETTS,25001
BERKSHIRE,MASSACHUSETTS,25003
BRISTOL,MASSACHUSETTS,25005
DUKES,MASSACHUSETTS,25007
ESSEX,MASSACHUSETTS,25009
FRANKLIN,MASSACHUSETTS,25011
HAMPDEN,MASSACHUSETTS,25013
HAMPSHIRE,MASSACHUSETTS,25015
MIDDLESEX,MASSACHUSETTS,25017
NANTUCKET,MASSACHUSETTS,25019
NORFOLK,MASSACHUSETTS,25021
PLYMOUTH,MASSACHUSETTS,25023
SUFFOLK,MASSACHUSETTS,25025
WORCESTER,MASSACHUSETTS,25027
ALCONA,MICHIGAN,26001
ALGER,MICHIGAN,26003
ALLEGAN,MICHIGAN,26005
ALPENA,MICHIGAN,26007
ANTRIM,MICHIGAN,26009
ARENAC,MICHIGAN,26011
BARAGA,MICHIGAN,26013
BARRY,MICHIGAN,26015
BAY,MICHIGAN,26017
BENZIE,MICHIGAN,26019
BERRIEN,MICHIGAN,26021
BRANCH,MICHIGAN,26023
CALHOUN,MICHIGAN,26025
CASS,MICHIGAN,26027
CHARLEVOIX,MICHIGAN,26029
CHEBOYGAN,MICHIGAN,26031
CHIPPEWA,MICHIGAN,26033
CLARE,MICHIGAN,26035
CLINTON,MICHIGAN,26037
CRAWFORD,MICHIGAN,26039
DELTA,MICHIGAN,26041
DICKINSON,MICHIGAN,26043
EATON,MICHIGAN,26045
EMMET,MICHIGAN,26047
GENESEE,MICHIGAN,26049
GLADWIN,MICHIGAN,26051
GOGEBIC,MICHIGAN,26053
GRAND TRAVERSE,MICHIGAN,26055
GRATIOT,MICHIGAN,26057
HILLSDALE,MICHIGAN,26059
HOUGHTON,MICHIGAN,26061
HURON,MICHIGAN,26063
INGHAM,MICHIGAN,26065
IONIA,MICHIGAN,26067
IOSCO,MICHIGAN,26069
IRON,MICHIGAN,26071
ISABELLA,MICHIGAN,26073
JACKSON,MICHIGAN,26075
KALAMAZOO,MICHIGAN,26077
KALKASKA,MICHIGAN,26079
KENT,MICHIGAN,26081
KEWEENAW,MICHIGAN,26083
LAKE,MICHIGAN,26085
LAPEER,MICHIGAN,26087
LEELANAU,MICHIGAN,26089
LENAWEE,MICHIGAN,26091
LIVINGSTON,MICHIGAN,26093
LUCE,MICHIGAN,26095
MACKINAC,MICHIGAN,26097
MACOMB,MICHIGAN,26099
MANISTEE,MICHIGAN,26101
MARQUETTE,MICHIGAN,26103
MASON,MICHIGAN,26105
MECOSTA,MICHIGAN,26107
MENOMINEE,MICHIGAN,26109
MIDLAND,MICHIGAN,26111
MISSAUKEE,MICHIGAN,26113
MONROE,MICHIGAN,26115
MONTCALM,MICHIGAN,26117
MONTMORENCY,MICHIGAN,26119
MUSKEGON,MICHIGAN,26121
NEWAYGO,MICHIGAN,26123
OAKLAND,MICHIGAN,26125
OCEANA,MICHIGAN,26127
OGEMAW,MICHIGAN,26129
ONTONAGON,MICHIGAN,26131
OSCEOLA,MICHIGAN,26133
OSCODA,MICHIGAN,26135
OTSEGO,MICHIGAN,26137
OTTAWA,MICHIGAN,26139
PRESQUE ISLE,MICHIGAN,26141
ROSCOMMON,MICHIGAN,26143
SAGINAW,MICHIGAN,26145
SAINT CLAIR,MICHIGAN,26147
SAINT JOSEPH,MICHIGAN,26149
SANILAC,MICHIGAN,26151
SCHOOLCRAFT,MICHIGAN,26153
SHIAWASSEE,MICHIGAN,26155
TUSCOLA,MICHIGAN,26157
VAN BUREN,MICHIGAN,26159
WASHTENAW,MICHIGAN,26161
WAYNE,MICHIGAN,26163
WEXFORD,MICHIGAN,26165
AITKIN,MINNESOTA,27001
ANOKA,MINNESOTA,27003
BECKER,MINNESOTA,27005
BELTRAMI,MINNESOTA,27007
BENTON,MINNESOTA,27009
BIG STONE,MINNESOTA,27011
BLUE EARTH,MINNESOTA,27013
BROWN,MINNESOTA,27015
CARLTON,MINNESOTA,27017
CARVER,MINNESOTA,27019
CASS,MINNESOTA,27021
CHIPPEWA,MINNESOTA,27023
CHISAGO,MINNESOTA,27025
CLAY,MINNESOTA,27027
CLEARWATER,MINNESOTA,27029
COOK,MINNESOTA,27031
COTTONWOOD,MINNESOTA,27033
CROW WING,MINNESOTA,27035
DAKOTA,MINNESOTA,27037
DODGE,MINNESOTA,27039
DOUGLAS,MINNESOTA,27041
FARIBAULT,MINNESOTA,27043
FILLMORE,MINNESOTA,27045
FREEBORN,MINNESOTA,27047
GOODHUE,MINNESOTA,27049
GRANT,MINNESOTA,27051
HENNEPIN,MINNESOTA,27053
HOUSTON,MINNESOTA,27055
HUBBARD,MINNESOTA,27057
ISANTI,MINNESOTA,27059
ITASCA,MINNESOTA,27061
JACKSON,MINNESOTA,27063
KANABEC,MINNESOTA,27065
KANDIYOHI,MINNESOTA,27067
KITTSON,MINNESOTA,27069
KOOCHICHING,MINNESOTA,27071
LAC QUI PARLE,MINNESOTA,27073
LAKE,MINNESOTA,27075
LAKE OF THE WOODS,MINNESOTA,27077
LE SUEUR,MINNESOTA,27079
LINCOLN,MINNESOTA,27081
LYON,MINNESOTA,27083
MCLEOD,MINNESOTA,27085
MAHNOMEN,MINNESOTA,27087
MARSHALL,MINNESOTA,27089
MARTIN,MINNESOTA,27091
MEEKER,MINNESOTA,27093
MILLE LACS,MINNESOTA,27095
MORRISON,MINNESOTA,27097
MOWER,MINNESOTA,27099
MURRAY,MINNESOTA,27101
NICOLLET,MINNESOTA,27103
NOBLES,MINNESOTA,27105
NORMAN,MINNESOTA,27107
OLMSTED,MINNESOTA,27109
TODD,MINNESOTA,27111
PENNINGTON,MINNESOTA,27113
PINE,MINNESOTA,27115
PIPESTONE,MINNESOTA,27117
POLK,MINNESOTA,27119
POPE,MINNESOTA,27121
RAMSEY,MINNESOTA,27123
RED LAKE,MINNESOTA,27125
REDWOOD,MINNESOTA,27127
RENVILLE,MINNESOTA,27129
RICE,MINNESOTA,27131
ROCK,MINNESOTA,27133
ROSEAU,MINNESOTA,27135
SAINT LOUIS,MINNESOTA,27137
SCOTT,MINNESOTA,27139
SHERBURNE,MINNESOTA,27141
SIBLEY,MINNESOTA,27143
STEARNS,MINNESOTA,27145
STEELE,MINNESOTA,27147
STEVENS,MINNESOTA,27149
SWIFT,MINNESOTA,27151
TODD,MINNESOTA,27153
TRAVERSE,MINNESOTA,27155
WABASHA,MINNESOTA,27157
WADENA,MINNESOTA,27159
WASECA,MINNESOTA,27161
WASHINGTON,MINNESOTA,27163
WILKIN,MINNESOTA,27167
WINONA,MINNESOTA,27169
WRIGHT,MINNESOTA,27171
YELLOW MEDICINE,MINNESOTA,27173
ADAMS,MISSISSIPPI,28001
ALCORN,MISSISSIPPI,28003
AMITE,MISSISSIPPI,28005
ATTALA,MISSISSIPPI,28007
BENTON,MISSISSIPPI,28009
BOLIVAR,MISSISSIPPI,28011
CALHOUN,MISSISSIPPI,28013
CARROLL,MISSISSIPPI,28015
CHICKASAW,MISSISSIPPI,28017
CHOCTAW,MISSISSIPPI,28019
CLAIBORNE,MISSISSIPPI,28021
CLARKE,MISSISSIPPI,28023
CLAY,MISSISSIPPI,28025
COAHOMA,MISSISSIPPI,28027
COPIAH,MISSISSIPPI,28029
COVINGTON,MISSISSIPPI,28031
DESOTO,MISSISSIPPI,28033
FORREST,MISSISSIPPI,28035
FRANKLIN,MISSISSIPPI,28037
GEORGE,MISSISSIPPI,28039
GREENE,MISSISSIPPI,28041
GRENADA,MISSISSIPPI,28043
HANCOCK,MISSISSIPPI,28045
HARRISON,MISSISSIPPI,28047
HINDS,MISSISSIPPI,28049
HOLMES,MISSISSIPPI,28051
HUMPHREYS,MISSISSIPPI,28053
ISSAQUENA,MISSISSIPPI,28055
ITAWAMBA,MISSISSIPPI,28057
JACKSON,MISSISSIPPI,28059
JASPER,MISSISSIPPI,28061
JEFFERSON,MISSISSIPPI,28063
JEFFERSON DAVIS,MISSISSIPPI,28065
JONES,MISSISSIPPI,28067
KEMPER,MISSISSIPPI,28069
LAFAYETTE,MISSISSIPPI,28071
LAMAR,MISSISSIPPI,28073
LAUDERDALE,MISSISSIPPI,28075
LAWRENCE,MISSISSIPPI,28077
LEAKE,MISSISSIPPI,28079
LEE,MISSISSIPPI,28081
LEFLORE,MISSISSIPPI,28083
LINCOLN,MISSISSIPPI,28085
LOWNDES,MISSISSIPPI,28087
MADISON,MISSISSIPPI,28089
MARION,MISSISSIPPI,28091
MARSHALL,MISSISSIPPI,28093
MONROE,MISSISSIPPI,28095
MONTGOMERY,MISSISSIPPI,28097
NESHOBA,MISSISSIPPI,28099
NEWTON,MISSISSIPPI,28101
NOXUBEE,MISSISSIPPI,28103
OKTIBBEHA,MISSISSIPPI,28105
PANOLA,MISSISSIPPI,28107
PEARL RIVER,MISSISSIPPI,28109
PERRY,MISSISSIPPI,28111
PIKE,MISSISSIPPI,28113
PONTOTOC,MISSISSIPPI,28115
PRENTISS,MISSISSIPPI,28117
QUITMAN,MISSISSIPPI,28119
RANKIN,MISSISSIPPI,28121
SCOTT,MISSISSIPPI,28123
SHARKEY,MISSISSIPPI,28125
SIMPSON,MISSISSIPPI,28127
SMITH,MISSISSIPPI,28129
STONE,MISSISSIPPI,28131
SUNFLOWER,MISSISSIPPI,28133
TALLAHATCHIE,MISSISSIPPI,28135
TATE,MISSISSIPPI,28137
TIPPAH,MISSISSIPPI,28139
TISHOMINGO,MISSISSIPPI,28141
TUNICA,MISSISSIPPI,28143
UNION,MISSISSIPPI,28145
WALTHALL,MISSISSIPPI,28147
WARREN,MISSISSIPPI,28149
WASHINGTON,MISSISSIPPI,28151
WAYNE,MISSISSIPPI,28153
WEBSTER,MISSISSIPPI,28155
WILKINSON,MISSISSIPPI,28157
WINSTON,MISSISSIPPI,28159
YALOBUSHA,MISSISSIPPI,28161
YAZOO,MISSISSIPPI,28163
ADAIR,MISSOURI,29001
ANDREW,MISSOURI,29003
ATCHISON,MISSOURI,29005
AUDRAIN,MISSOURI,29007
BARRY,MISSOURI,29009
BARTON,MISSOURI,29011
BATES,MISSOURI,29013
BENTON,MISSOURI,29015
BOLLINGER,MISSOURI,29017
BOONE,MISSOURI,29019
BUCHANAN,MISSOURI,29021
BUTLER,MISSOURI,29023
CALDWELL,MISSOURI,29025
CALLAWAY,MISSOURI,29027
CAMDEN,MISSOURI,29029
CAPE GIRARDEAU,MISSOURI,29031
CARROLL,MISSOURI,29033
CARTER,MISSOURI,29035
CASS,MISSOURI,29037
CEDAR,MISSOURI,29039
CHARITON,MISSOURI,29041
CHRISTIAN,MISSOURI,29043
CLARK,MISSOURI,29045
CLAY,MISSOURI,29047
CLINTON,MISSOURI,29049
COLE,MISSOURI,29051
COOPER,MISSOURI,29053
CRAWFORD,MISSOURI,29055
DADE,MISSOURI,29057
DALLAS,MISSOURI,29059
DAVIESS,MISSOURI,29061
DEKALB,MISSOURI,29063
DENT,MISSOURI,29065
DOUGLAS,MISSOURI,29067
DUNKLIN,MISSOURI,29069
FRANKLIN,MISSOURI,29071
GASCONADE,MISSOURI,29073
GENTRY,MISSOURI,29075
GREENE,MISSOURI,29077
GRUNDY,MISSOURI,29079
HARRISON,MISSOURI,29081
HENRY,MISSOURI,29083
HICKORY,MISSOURI,29085
HOLT,MISSOURI,29087
HOWARD,MISSOURI,29089
HOWELL,MISSOURI,29091
IRON,MISSOURI,29093
JACKSON,MISSOURI,29095
JASPER,MISSOURI,29097
JEFFERSON,MISSOURI,29099
JOHNSON,MISSOURI,29101
KNOX,MISSOURI,29103
LACLEDE,MISSOURI,29105
LAFAYETTE,MISSOURI,29107
LAWRENCE,MISSOURI,29109
LEWIS,MISSOURI,29111
LINCOLN,MISSOURI,29113
LINN,MISSOURI,29115
LIVINGSTON,MISSOURI,29117
MCDONALD,MISSOURI,29119
MACON,MISSOURI,29121
MADISON,MISSOURI,29123
MARIES,MISSOURI,29125
MARION,MISSOURI,29127
MERCER,MISSOURI,29129
MILLER,MISSOURI,29131
MISSISSIPPI,MISSOURI,29133
MONITEAU,MISSOURI,29135
MONROE,MISSOURI,29137
MONTGOMERY,MISSOURI,29139
MORGAN,MISSOURI,29141
NEW MADRID,MISSOURI,29143
NEWTON,MISSOURI,29145
NODAWAY,MISSOURI,29147
OREGON,MISSOURI,29149
OSAGE,MISSOURI,29151
OZARK,MISSOURI,29153
PEMISCOT,MISSOURI,29155
PERRY,MISSOURI,29157
PETTIS,MISSOURI,29159
PHELPS,MISSOURI,29161
PIKE,MISSOURI,29163
PLATTE,MISSOURI,29165
POLK,MISSOURI,29167
PULASKI,MISSOURI,29169
PUTNAM,MISSOURI,29171
RALLS,MISSOURI,29173
RANDOLPH,MISSOURI,29175
RAY,MISSOURI,29177
REYNOLDS,MISSOURI,29179
RIPLEY,MISSOURI,29181
SAINT CHARLES,MISSOURI,29183
SAINT CLAIR,MISSOURI,29185
SAINT GENEVIEVE,MISSOURI,29186
SAINT FRANCOIS,MISSOURI,29187
SAINT LOUIS,MISSOURI,29189
SALINE,MISSOURI,29195
SCHUYLER,MISSOURI,29197
SCOTLAND,MISSOURI,29199
SCOTT,MISSOURI,29201
SHANNON,MISSOURI,29203
SHELBY,MISSOURI,29205
STODDARD,MISSOURI,29207
STONE,MISSOURI,29209
SULLIVAN,MISSOURI,29211
TANEY,MISSOURI,29213
TEXAS,MISSOURI,29215
VERNON,MISSOURI,29217
WARREN,MISSOURI,29219
WASHINGTON,MISSOURI,29221
WAYNE,MISSOURI,29223
WEBSTER,MISSOURI,29225
WORTH,MISSOURI,29227
WRIGHT,MISSOURI,29229
ST LOUIS CITY,MISSOURI,29510
BEAVERHEAD,MONTANA,30001
BIG HORN,MONTANA,30003
BLAINE,MONTANA,30005
BROADWATER,MONTANA,30007
CARBON,MONTANA,30009
CARTER,MONTANA,30011
CASCADE,MONTANA,30013
CHOUTEAU,MONTANA,30015
CUSTER,MONTANA,30017
DANIELS,MONTANA,30019
DAWSON,MONTANA,30021
DEER LODGE,MONTANA,30023
FALLON,MONTANA,30025
FERGUS,MONTANA,30027
FLATHEAD,MONTANA,30029
GALLATIN,MONTANA,30031
GARFIELD,MONTANA,30033
GLACIER,MONTANA,30035
GOLDEN VALLEY,MONTANA,30037
GRANITE,MONTANA,30039
HILL,MONTANA,30041
JEFFERSON,MONTANA,30043
JUDITH BASIN,MONTANA,30045
LAKE,MONTANA,30047
LEWIS AND CLARK,MONTANA,30049
LIBERTY,MONTANA,30051
LINCOLN,MONTANA,30053
MCCONE,MONTANA,30055
MADISON,MONTANA,30057
MEAGHER,MONTANA,30059
MINERAL,MONTANA,30061
MISSOULA,MONTANA,30063
MUSSELSHELL,MONTANA,30065
PARK,MONTANA,30067
PETROLEUM,MONTANA,30069
PHILLIPS,MONTANA,30071
PONDERA,MONTANA,30073
POWDER RIVER,MONTANA,30075
POWELL,MONTANA,30077
PRAIRIE,MONTANA,30079
RAVALLI,MONTANA,30081
RICHLAND,MONTANA,30083
ROOSEVELT,MONTANA,30085
ROSEBUD,MONTANA,30087
SANDERS,MONTANA,30089
SHERIDAN,MONTANA,30091
SILVER BOW,MONTANA,30093
STILLWATER,MONTANA,30095
SWEET GRASS,MONTANA,30097
TETON,MONTANA,30099
TOOLE,MONTANA,30101
TREASURE,MONTANA,30103
VALLEY,MONTANA,30105
